timestep,max_q_value,cumulative_reward
1,0.05956569314002991,
2,0.02278885245323181,
3,0.058243975043296814,
4,0.0989440381526947,
5,0.057252734899520874,
6,0.0981699526309967,
7,0.1260877251625061,
8,0.09754759073257446,
9,0.058784112334251404,
10,0.023403726518154144,
11,-0.0023067034780979156,
12,0.02486444264650345,
13,0.06315287947654724,
14,0.02641695737838745,
15,0.06520414352416992,
16,0.028248406946659088,
17,-0.0004198402166366577,
18,0.030298501253128052,
19,0.0690632313489914,
20,0.032304547727108,
21,0.0714384913444519,
22,0.03480544686317444,
23,0.07416963577270508,
24,0.10705021023750305,
25,0.07665053009986877,
26,0.04279518127441406,
27,0.0798632800579071,
28,0.11461079120635986,
29,0.08329001069068909,
30,0.11911210417747498,
31,0.16221626102924347,
32,0.20553216338157654,
33,0.17271938920021057,
34,0.022365570068359375,34.0
35,-0.0010366663336753845,
36,0.022299543023109436,
37,0.05756218731403351,
38,0.09779399633407593,
39,0.12714824080467224,
40,0.16033050417900085,
41,0.19836729764938354,
42,0.16180379688739777,
43,0.20102086663246155,
44,0.16608840227127075,
45,0.20698410272598267,
46,0.17406275868415833,
47,0.13945241272449493,
48,0.025852113962173462,14.0
49,-0.0008010491728782654,
50,0.026017867028713226,
51,-0.0007059723138809204,
52,0.02604396641254425,
53,-0.0006073936820030212,
54,0.0025375783443450928,
55,0.006350584328174591,
56,0.00312177836894989,
57,0.007505066692829132,
58,0.0034907013177871704,
59,0.0014351904392242432,
60,0.021066099405288696,
61,0.0012277811765670776,
62,0.0029847919940948486,
63,0.0006448328495025635,
64,0.0035202205181121826,
65,-7.815659046173096e-05,
66,0.011122383177280426,
67,0.037041641771793365,
68,0.07428357005119324,
69,0.10966753959655762,
70,0.13272103667259216,
71,0.10358691215515137,
72,0.059330493211746216,
73,0.026303067803382874,
74,0.05593021214008331,
75,0.023657552897930145,
76,0.05311188846826553,
77,0.021691441535949707,
78,0.050045423209667206,
79,0.01968584954738617,
80,-0.004555802792310715,
81,-0.004055611789226532,
82,0.008640408515930176,
83,-0.0003017038106918335,
84,0.015473812818527222,
85,0.02401880919933319,37.0
86,-0.0018331892788410187,
87,-0.001344636082649231,
88,-0.0016278326511383057,
89,0.02651073783636093,
90,-0.0013545826077461243,
91,0.0004153698682785034,
92,0.004264421761035919,
93,0.0015431195497512817,
94,-0.0022372379899024963,
95,0.001900888979434967,
96,-0.0017181411385536194,
97,0.024186208844184875,
98,0.05962707847356796,
99,0.021662622690200806,
100,0.05624377727508545,
101,0.09714710712432861,
102,0.1258837878704071,
103,0.1546386182308197,
104,0.12355212867259979,
105,0.15589693188667297,
106,0.12465463578701019,
107,0.09575290977954865,
108,0.12489880621433258,
109,0.09921865165233612,
110,0.12909798324108124,
111,0.16586749255657196,
112,0.20708538591861725,
113,0.25424057245254517,
114,0.3002287447452545,
115,0.027123194187879562,30.0
116,0.06302781403064728,
117,0.028299499303102493,
118,0.06332176923751831,
119,0.10073335468769073,
120,0.061943236738443375,
121,0.02871294692158699,
122,0.009651020169258118,
123,0.015058845281600952,
124,0.010294876992702484,
125,0.02859693020582199,
126,0.012819305062294006,
127,0.01838403195142746,
128,0.02606278657913208,
129,0.02226780354976654,
130,0.030706964433193207,
131,0.043445952236652374,
132,0.06078413873910904,
133,0.05444144457578659,
134,0.07367875427007675,
135,0.04304392635822296,20.0
136,0.015846505761146545,
137,0.02057190239429474,
138,0.018170680850744247,
139,0.021223366260528564,
140,0.01850041374564171,
141,0.02403220534324646,
142,0.028999656438827515,
143,0.036405980587005615,
144,0.0508914440870285,
145,0.07345537841320038,
146,0.06274063885211945,
147,0.050397858023643494,
148,0.07108050584793091,
149,0.0948956087231636,
150,0.04574696719646454,15.0
151,0.08154316246509552,
152,0.04569733887910843,
153,0.08346670866012573,
154,0.12193991243839264,
155,0.08384948968887329,
156,0.12198255956172943,
157,0.1578497439622879,
158,0.12422634661197662,
159,0.08906090259552002,
160,0.12578339874744415,
161,0.1630706787109375,
162,0.2085387408733368,
163,0.16708199679851532,
164,0.21538841724395752,
165,0.1777721345424652,
166,0.22799256443977356,
167,0.05822686851024628,17.0
168,0.09395211935043335,
169,0.1360333263874054,
170,0.169377863407135,
171,0.2055278718471527,
172,0.1685764640569687,
173,0.13719038665294647,
174,0.17224441468715668,
175,0.13897675275802612,
176,0.10536040365695953,
177,0.07305536419153214,
178,0.11280470341444016,
179,0.07814402133226395,
180,0.1186094805598259,
181,0.08666003495454788,
182,0.05729024112224579,
183,0.09341571480035782,
184,0.1328161358833313,
185,0.17423191666603088,
186,0.1418979912996292,
187,0.10998949408531189,
188,0.15131190419197083,
189,0.06783859431743622,22.0
190,0.10724233090877533,
191,0.14535528421401978,
192,0.18149064481258392,
193,0.22894316911697388,
194,0.18525700271129608,
195,0.23366141319274902,
196,0.2808274030685425,
197,0.3355514109134674,
198,0.2945609390735626,
199,0.07298284769058228,10.0
200,0.11069731414318085,
201,0.1518101990222931,
202,0.11518287658691406,
203,0.15272821485996246,
204,0.19077323377132416,
205,0.23870623111724854,
206,0.19608542323112488,
207,0.1614181250333786,
208,0.12664760649204254,
209,0.16988220810890198,
210,0.1361628919839859,
211,0.1770114153623581,
212,0.22615648806095123,
213,0.08225926011800766,14.0
214,0.12178415805101395,
215,0.16067719459533691,
216,0.20010864734649658,
217,0.2511110305786133,
218,0.20517832040786743,
219,0.25676649808883667,
220,0.30717676877975464,
221,0.2690317928791046,
222,0.32324180006980896,
223,0.09050086885690689,10.0
224,0.12772881984710693,
225,0.16953438520431519,
226,0.13049061596393585,
227,0.16961601376533508,
228,0.210778146982193,
229,0.17275090515613556,
230,0.2159305363893509,
231,0.2619786858558655,
232,0.21918658912181854,
233,0.1834123730659485,
