timestep,max_q_value,cumulative_reward
1,0.007196683436632156,
2,0.02972479909658432,
3,0.005643513053655624,
4,0.04166879504919052,
5,0.006066013127565384,
6,0.024556897580623627,
7,0.04071580246090889,
8,0.0409691259264946,
9,0.041005589067935944,
10,0.040918271988630295,
11,0.04833962023258209,
12,0.04220204055309296,
13,0.043247200548648834,
14,0.043671272695064545,
15,0.05127955228090286,
16,0.0620318204164505,
17,0.08020471036434174,
18,0.10153496265411377,
19,0.1231289654970169,
20,0.11228594183921814,
21,0.030820924788713455,21.0
22,0.010152369737625122,
23,0.028495866805315018,
24,0.012015227228403091,
25,0.04795408248901367,
26,0.01471046730875969,
27,0.05104861408472061,
28,0.018351249396800995,
29,0.01579035073518753,
30,0.02280385047197342,
31,0.010103939101099968,
32,0.027430705726146698,
33,0.06346156448125839,
34,0.03384237736463547,
35,-0.0008366964757442474,
36,0.014614749699831009,
37,0.02801143378019333,
38,0.02642831578850746,
39,0.03497707471251488,
40,0.04288266599178314,
41,0.053332626819610596,
42,0.04208236187696457,
43,0.05217297375202179,
44,0.04247324913740158,
45,0.03271477296948433,
46,0.027475930750370026,
47,0.034308675676584244,
48,0.04610232263803482,
49,0.03729720786213875,
50,0.04916349798440933,
51,0.06140172481536865,
52,0.05369275063276291,
53,0.06670200824737549,
54,0.059007108211517334,
55,0.05460938811302185,
56,0.06604117900133133,
57,0.025565743446350098,36.0
58,0.043555572628974915,
59,0.04455447942018509,
60,0.04439263045787811,
61,0.026301465928554535,
62,0.044876955449581146,
63,0.04625178873538971,
64,0.053137391805648804,
65,0.0644354522228241,
66,0.056982189416885376,
67,0.05364036560058594,
68,0.061602555215358734,
69,0.07505214214324951,
70,0.09563547372817993,
71,0.08519363403320312,
72,0.0766906887292862,
73,0.03462052345275879,16.0
74,0.011911071836948395,
75,0.03605610504746437,
76,0.013274427503347397,
77,0.04053710401058197,
78,0.013535760343074799,
79,0.037091974169015884,
80,0.05022723227739334,
81,0.053304947912693024,
82,0.060245200991630554,
83,0.05626323074102402,
84,0.06335123628377914,
85,0.060365065932273865,
86,0.06757497787475586,
87,0.08309575915336609,
88,0.10269960761070251,
89,0.12384343147277832,
90,0.02835841476917267,17.0
91,0.04363888502120972,
92,0.04479396343231201,
93,0.05112498998641968,
94,0.04569585621356964,
95,0.05217753350734711,
96,0.06295600533485413,
97,0.055219002068042755,
98,0.051618024706840515,
99,0.05900724232196808,
100,0.0710044801235199,
101,0.06471352279186249,
102,0.07935667037963867,
103,0.0715586394071579,
104,0.07020854949951172,
105,0.07230320572853088,
106,0.03460945934057236,16.0
107,0.046739302575588226,
108,0.049240969121456146,
109,0.05919954553246498,
110,0.05325781926512718,
111,0.0519842691719532,
112,0.04497400298714638,
113,0.055055707693099976,
114,0.0612972229719162,
115,0.058641210198402405,
116,0.06567215919494629,
117,0.06392253190279007,
118,0.06128305941820145,
119,0.04744260758161545,
120,0.02434363216161728,
121,0.05381458252668381,
122,0.03358549624681473,
123,0.04617386683821678,
124,0.08137822151184082,
125,0.04432060569524765,
126,0.04521292448043823,
127,0.06716594845056534,
128,0.04939774423837662,
129,0.07016053050756454,
130,0.0543183907866478,
131,0.07251188904047012,
132,0.08271055668592453,
133,0.09414270520210266,
134,0.08794136345386505,
135,0.08222450315952301,
136,0.09169039130210876,
137,0.0888470709323883,
138,0.09809179604053497,
139,0.03481552004814148,33.0
140,0.04621215537190437,
141,0.05211694538593292,
142,0.04739750176668167,
143,0.051976315677165985,
144,0.0481141060590744,
145,0.053680457174777985,
146,0.06504566222429276,
147,0.05553576350212097,
148,0.06744011491537094,
149,0.060106512159109116,
150,0.05519789084792137,
151,0.0456748865544796,
152,0.025480367243289948,
153,0.052393488585948944,
154,0.09092710167169571,
155,0.13549649715423584,
156,0.09015673398971558,
157,0.13658156991004944,
158,0.09466978162527084,
159,0.05722051113843918,
160,0.024418402463197708,
161,0.047340936958789825,
162,0.05335593968629837,
163,0.044733621180057526,
164,0.05265222489833832,
165,0.04395829513669014,
166,0.053413812071084976,
167,0.06241603568196297,
168,0.05418101325631142,
169,0.04378780722618103,
170,0.03170643001794815,
171,0.043106190860271454,
172,0.03244189918041229,
173,0.07300981879234314,
174,0.11517247557640076,
175,0.07615569233894348,
176,0.03976038843393326,
177,0.035830263048410416,
178,0.0515703484416008,
179,0.032143302261829376,
180,0.04931461438536644,
181,0.0285659097135067,
182,0.04820161685347557,
183,0.054430294781923294,
184,0.04621792212128639,
185,0.021512821316719055,
186,0.04331435635685921,
187,0.02466348558664322,
188,0.03846364840865135,
189,0.030815765261650085,
190,0.07343131303787231,
191,0.0366925448179245,
192,0.02987045980989933,
193,0.04513631388545036,
194,0.025158580392599106,
195,0.043140821158885956,
196,0.04841431602835655,
197,0.04094412550330162,
198,0.022967305034399033,
199,0.03544396534562111,
200,0.04533040151000023,
201,0.03254936635494232,
202,0.04533315449953079,
203,0.029688840731978416,
204,0.04427092522382736,
205,0.027672532945871353,
206,0.05778016149997711,
207,0.09993777424097061,
208,0.14595335721969604,
209,0.21015682816505432,
210,0.27386870980262756,
211,0.05048105865716934,72.0
212,0.04871516674757004,
213,0.09311126172542572,
214,0.05136033520102501,
215,0.09425808489322662,
216,0.053078729659318924,
217,0.04932408779859543,
218,0.06584873050451279,
219,0.07752951979637146,
220,0.06620842218399048,
221,0.07897242158651352,
222,0.06819957494735718,
223,0.0496453121304512,
224,0.06854139268398285,
225,0.051538772881031036,
226,0.07030811160802841,
227,0.08189134299755096,
228,0.07166539877653122,
229,0.0558355450630188,
230,0.05739331617951393,
231,0.057192862033843994,
232,0.07387200742959976,
233,0.06014605611562729,
234,0.05674753710627556,
235,0.061446286737918854,
236,0.05602877959609032,
237,0.06362447142601013,
238,0.05715293437242508,
239,0.06420949846506119,
240,0.05690465122461319,
241,0.06578443944454193,
242,0.05854032188653946,
243,0.1025194525718689,
244,0.0593658983707428,
245,0.10593069344758987,
246,0.1547841578722,
247,0.1088227704167366,
248,0.15895096957683563,
249,0.2163579761981964,
250,0.16833938658237457,
251,0.2246987223625183,
252,0.2865264117717743,
253,0.24045555293560028,
254,0.19659222662448883,
255,0.06662553548812866,44.0
256,0.08254154026508331,
257,0.09689509868621826,
258,0.11719879508018494,
259,0.13777953386306763,
260,0.16627050936222076,
261,0.1428867131471634,
262,0.17336362600326538,
263,0.14879508316516876,
264,0.13379687070846558,
265,0.1192110925912857,
266,0.10561494529247284,
267,0.09647202491760254,
268,0.11171044409275055,
269,0.10263217240571976,
270,0.08861083537340164,
271,0.07358384877443314,
272,0.11179007589817047,
273,0.08316035568714142,
274,0.10314296931028366,
275,0.0887226015329361,
276,0.10734249651432037,
277,0.12984715402126312,
278,0.11626670509576797,
279,0.13577547669410706,
280,0.07027711719274521,25.0
281,0.08306722342967987,
282,0.07255882024765015,
283,0.08259528875350952,
284,0.07293897867202759,
285,0.09441603720188141,
286,0.07495573163032532,
287,0.0834520012140274,
288,0.13518664240837097,
289,0.08589227497577667,
290,0.07521164417266846,
291,0.0871962457895279,
292,0.07371193915605545,
293,0.0955161303281784,
294,0.10961776971817017,
295,0.09580183029174805,
296,0.10998989641666412,
297,0.09822678565979004,
298,0.07709035277366638,
299,0.09088319540023804,
300,0.07779288291931152,
301,0.09225732833147049,
302,0.14468444883823395,
303,0.0927191898226738,
304,0.07811864465475082,
305,0.10052642971277237,
306,0.07862209528684616,
307,0.09676869213581085,
308,0.07752804458141327,
309,0.10094981640577316,
310,0.07822254300117493,
311,0.10062885284423828,
312,0.07765881717205048,
313,0.10372060537338257,
314,0.1565655767917633,
315,0.21196269989013672,
316,0.2739811837673187,
317,0.3433779180049896,
318,0.4070422947406769,
319,0.3535959720611572,
320,0.42077070474624634,
321,0.08603570610284805,41.0
322,0.10941227525472641,
323,0.08771815896034241,
324,0.10230927914381027,
325,0.09069684892892838,
326,0.10272802412509918,
327,0.09217040240764618,
328,0.11308931559324265,
329,0.0952550619840622,
330,0.10165679454803467,
331,0.1535262167453766,
332,0.10094930231571198,
333,0.09774704277515411,
334,0.1168965995311737,
335,0.09849691390991211,
336,0.10161884129047394,
337,0.1561642438173294,
338,0.10382362455129623,
339,0.09922733902931213,
340,0.11831925809383392,
341,0.10075811296701431,
342,0.10612626373767853,
343,0.10060758888721466,
344,0.10629966855049133,
345,0.16217274963855743,
346,0.10950464755296707,
347,0.16403065621852875,
348,0.1117413118481636,
349,0.1692114919424057,
350,0.22755445539951324,
351,0.2927376925945282,
352,0.23493783175945282,
353,0.3041874170303345,
354,0.2491322010755539,
355,0.1982060968875885,
356,0.15229825675487518,
357,0.21645186841487885,
358,0.17006836831569672,
359,0.2348630279302597,
360,0.1016857773065567,39.0
361,0.12368472665548325,
362,0.17860884964466095,
363,0.12694145739078522,
364,0.09806795418262482,
365,0.13293462991714478,
366,0.18840840458869934,
367,0.2528148591518402,
368,0.19506244361400604,
369,0.26441681385040283,
370,0.20854997634887695,
371,0.1613483726978302,
372,0.22195196151733398,
373,0.17673349380493164,
374,0.24077406525611877,
375,0.3122582733631134,
376,0.10769886523485184,16.0
377,0.1366635411977768,
378,0.10722333192825317,
379,0.14043663442134857,
380,0.1948617696762085,
381,0.26454994082450867,
382,0.33818820118904114,
383,0.2745779752731323,
384,0.2159596085548401,
385,0.2909155488014221,
386,0.23405028879642487,
387,0.18725977838039398,
388,0.14494989812374115,
389,0.10556203126907349,
390,0.11086822301149368,
391,0.1211489588022232,
392,0.09906425327062607,
393,0.1383908987045288,
394,0.11733849346637726,18.0
395,0.14137369394302368,
396,0.19742287695407867,
397,0.26495853066444397,
398,0.20428960025310516,
399,0.15260709822177887,
400,0.21035945415496826,
401,0.28272101283073425,
402,0.22190207242965698,
403,0.29430675506591797,
404,0.37063419818878174,
405,0.31347599625587463,
406,0.25631824135780334,
407,0.208304300904274,
408,0.1242089793086052,14.0
409,0.1472003012895584,
410,0.12655188143253326,
411,0.14006823301315308,
412,0.19704455137252808,
413,0.14221347868442535,
414,0.12740115821361542,
415,0.1484168916940689,
416,0.1273128092288971,
417,0.14509110152721405,
418,0.12870588898658752,
419,0.1458207666873932,
420,0.12794148921966553,
421,0.14872191846370697,
422,0.20770612359046936,
423,0.1508898288011551,
424,0.12639066576957703,
425,0.15564212203025818,
426,0.1268135905265808,
427,0.1480180323123932,
428,0.126065194606781,
429,0.1487947255373001,
430,0.12703661620616913,
431,0.16691382229328156,
432,0.2263917326927185,
433,0.17324408888816833,
434,0.233769491314888,
435,0.30795425176620483,
436,0.2434789091348648,
437,0.32152676582336426,
438,0.25904566049575806,
439,0.2062319666147232,
440,0.27443933486938477,
441,0.22338658571243286,
442,0.2954084575176239,
443,0.2429896891117096,
444,0.13729089498519897,36.0
445,0.17125967144966125,
446,0.23128587007522583,
447,0.30346250534057617,
448,0.38366734981536865,
449,0.3120368719100952,
450,0.24469643831253052,
451,0.18976521492004395,
452,0.13787692785263062,
453,0.14835861325263977,
454,0.14802759885787964,
455,0.21190069615840912,
456,0.28059709072113037,
457,0.3651316165924072,
458,0.30050379037857056,
459,0.24482984840869904,
460,0.194758340716362,
461,0.26658183336257935,
462,0.1473301351070404,18.0
463,0.16983947157859802,
464,0.14611275494098663,
465,0.17482933402061462,
466,0.14690828323364258,
467,0.17879904806613922,
468,0.14552150666713715,
469,0.18574273586273193,
470,0.1459222137928009,
471,0.1918395310640335,
472,0.1432703733444214,
473,0.201205775141716,
474,0.1477694809436798,
475,0.20935426652431488,
476,0.27686354517936707,
477,0.22176209092140198,
478,0.2922426760196686,
479,0.37749263644218445,
480,0.3095889389514923,
481,0.4021957814693451,
482,0.49504998326301575,
483,0.15924520790576935,21.0
484,0.1735479235649109,
485,0.1615176647901535,
486,0.17520159482955933,
487,0.24021781980991364,
488,0.1759738177061081,
489,0.16253285109996796,
490,0.17954081296920776,
