timestep,max_q_value,cumulative_reward
1,0.08900979906320572,
2,0.08487776666879654,
3,0.08018854260444641,
4,0.07730638235807419,
5,0.08322295546531677,
6,0.08109184354543686,
7,0.08602645993232727,
8,0.0920695960521698,
9,0.08970699459314346,
10,0.0922374427318573,
11,0.09989123046398163,11.0
12,0.11126487702131271,
13,0.12615185976028442,
14,0.14884819090366364,
15,0.12581710517406464,
16,0.14905571937561035,
17,0.16990067064762115,
18,0.14928565919399261,
19,0.17319852113723755,
20,0.19968488812446594,
21,0.17774784564971924,
22,0.1039562076330185,11.0
23,0.09020186960697174,
24,0.10412298142910004,
25,0.11498081684112549,
26,0.10402804613113403,
27,0.11487715691328049,
28,0.10390664637088776,
29,0.11480912566184998,
30,0.10375678539276123,
31,0.11477503180503845,
32,0.10357576608657837,
33,0.1147742047905922,
34,0.1033601313829422,
35,0.08935702592134476,
36,0.08482563495635986,
37,0.07980144023895264,
38,0.07514441013336182,
39,0.07361362874507904,
40,0.07839108258485794,
41,0.07834950089454651,
42,0.08316852152347565,
43,0.08587692677974701,
44,0.0927523821592331,
45,0.09923215210437775,23.0
46,0.08808133006095886,
47,0.08350767195224762,
48,0.08842773735523224,
49,0.09993663430213928,
50,0.08846859633922577,
51,0.10010768473148346,
52,0.11169706284999847,
53,0.12751971185207367,
54,0.11164538562297821,
55,0.12742793560028076,
56,0.15023544430732727,
57,0.12694084644317627,
58,0.11112043261528015,
59,0.12783148884773254,
60,0.11107545346021652,
61,0.09803210198879242,
62,0.11147721111774445,
63,0.13187314569950104,
64,0.15782484412193298,
65,0.13514462113380432,
66,0.09948799014091492,21.0
67,0.11044390499591827,
68,0.09938447177410126,
69,0.11052637547254562,
70,0.12576782703399658,
71,0.11051829159259796,
72,0.09845949709415436,
73,0.0846078023314476,
74,0.09835989773273468,
75,0.08441850543022156,
76,0.0982237383723259,
77,0.08429667353630066,
78,0.09817871451377869,
79,0.11155135184526443,
80,0.09805157780647278,
81,0.11173941195011139,
82,0.09818072617053986,
83,0.0835866779088974,
84,0.07580460608005524,
85,0.07067324221134186,
86,0.0754624605178833,
87,0.07216357439756393,
88,0.0679398626089096,
89,0.07421047240495682,
90,0.07817146182060242,
91,0.07548299431800842,
92,0.07218939810991287,
93,0.07705758512020111,
94,0.07476896047592163,
95,0.07879351824522018,
96,0.07727447152137756,
97,0.07585447281599045,
98,0.0780029147863388,
99,0.0807482898235321,
100,0.08514291048049927,
101,0.08485361933708191,
102,0.08871243894100189,
103,0.08903957903385162,
104,0.09227016568183899,
105,0.09491361677646637,
106,0.09749308973550797,
107,0.10043082386255264,
108,0.1025550588965416,42.0
109,0.09288503974676132,
110,0.08939220011234283,
111,0.08459176123142242,
112,0.08245374262332916,
113,0.08936064690351486,
114,0.08697312325239182,
115,0.09327943623065948,
116,0.09089040756225586,
117,0.09628424048423767,
118,0.09938690066337585,
119,0.10559387505054474,11.0
120,0.11787529289722443,
121,0.1354997605085373,
122,0.15788009762763977,
123,0.1775083839893341,
124,0.1577957570552826,
125,0.13606911897659302,
126,0.11966673284769058,
127,0.10525298118591309,
128,0.11983729898929596,
129,0.13947857916355133,
130,0.1657463014125824,
131,0.19176651537418365,
132,0.16972599923610687,
133,0.10895270109176636,14.0
134,0.09597700089216232,
135,0.09280357509851456,
136,0.08913655579090118,
137,0.08864311873912811,
138,0.09085142612457275,
139,0.10101354867219925,
140,0.09990647435188293,
141,0.11197002232074738,
142,0.11243584752082825,
143,0.11671140789985657,10.0
144,0.12872833013534546,
145,0.11796562373638153,
146,0.12965190410614014,
147,0.11802958697080612,
148,0.10525847226381302,
149,0.11929958313703537,
150,0.13058634102344513,
151,0.14812740683555603,
152,0.13015350699424744,
153,0.1488150656223297,
154,0.17131826281547546,
155,0.14764735102653503,
156,0.13063359260559082,
157,0.12060347199440002,
158,0.1318056583404541,
159,0.12052807211875916,
160,0.10694063454866409,
161,0.12164080142974854,
162,0.13327953219413757,
163,0.12159723043441772,
164,0.13323643803596497,
165,0.15131092071533203,
166,0.13415704667568207,
167,0.12215186655521393,
168,0.10770643502473831,
169,0.10350044071674347,
170,0.10880498588085175,
171,0.12372174113988876,
172,0.1090264841914177,
173,0.12502503395080566,
174,0.1373569369316101,
175,0.12504971027374268,
176,0.13720661401748657,
177,0.126140296459198,
178,0.11170221120119095,
179,0.10682934522628784,
180,0.10284528136253357,
181,0.10961514711380005,
182,0.1053118109703064,
183,0.11092827469110489,
184,0.117047518491745,
185,0.11296291649341583,
186,0.11271624267101288,
187,0.11491848528385162,
188,0.11655925959348679,
189,0.11934025585651398,
190,0.12125153839588165,
191,0.12255093455314636,48.0
192,0.10946734994649887,
193,0.12386509776115417,
194,0.13843072950839996,
195,0.15668442845344543,
196,0.1812777817249298,
197,0.157394140958786,
198,0.18356405198574066,
199,0.15757685899734497,
200,0.14018918573856354,
201,0.12465350329875946,
202,0.14224740862846375,
203,0.12472865730524063,
204,0.11030509322881699,
205,0.10185932368040085,
206,0.09754446893930435,
207,0.10208524763584137,
208,0.11373282968997955,
209,0.10350322723388672,
210,0.1007220670580864,
211,0.10485393553972244,
212,0.11754582822322845,
213,0.107582226395607,
214,0.12067527323961258,
215,0.13692477345466614,
216,0.15986108779907227,
217,0.13999667763710022,
218,0.16615602374076843,
219,0.14262431859970093,
220,0.12773634493350983,
221,0.11534933000802994,
222,0.13350927829742432,31.0
223,0.14811208844184875,
224,0.16745594143867493,
225,0.19388291239738464,
226,0.2145821452140808,
227,0.19219903647899628,
228,0.16753658652305603,
229,0.14941267669200897,
230,0.13426999747753143,
231,0.14977328479290009,
232,0.13435229659080505,
233,0.12102318555116653,
234,0.13590681552886963,
235,0.15190453827381134,
236,0.13616809248924255,
237,0.1221756711602211,
238,0.13773226737976074,
239,0.15403738617897034,
240,0.1376495510339737,
241,0.12354442477226257,
242,0.1177147775888443,
243,0.11759808659553528,
244,0.11771543323993683,
245,0.1277102380990982,
246,0.14466314017772675,
247,0.13569124042987823,
248,0.15301962196826935,
249,0.17640411853790283,
250,0.1672348976135254,
251,0.14581963419914246,29.0
252,0.16187548637390137,
253,0.14685267210006714,
254,0.13183599710464478,
255,0.14703652262687683,
256,0.13199302554130554,
257,0.12735383212566376,
258,0.1264520287513733,
259,0.12826132774353027,
260,0.14206020534038544,
261,0.13755658268928528,
262,0.15293031930923462,
263,0.17155197262763977,
264,0.1647021621465683,
265,0.15211299061775208,14.0
266,0.1701924204826355,
267,0.19280341267585754,
268,0.17016667127609253,
269,0.15239101648330688,
270,0.17182737588882446,
271,0.1521860957145691,
272,0.1370430439710617,
273,0.1274552345275879,
274,0.13868142664432526,
275,0.15447337925434113,
276,0.1387750208377838,
277,0.12903577089309692,
278,0.12932713329792023,
279,0.13028283417224884,
280,0.1305103898048401,
281,0.13336054980754852,
282,0.13334964215755463,
283,0.13643796741962433,
284,0.1360255479812622,
285,0.14359095692634583,
286,0.15769870579242706,
287,0.17903831601142883,
288,0.20168223977088928,
289,0.1585427224636078,24.0
290,0.178322434425354,
291,0.15847419202327728,
292,0.14344903826713562,
293,0.16019466519355774,
294,0.14489343762397766,
295,0.13626685738563538,
296,0.13567252457141876,
297,0.13894259929656982,
298,0.14759691059589386,
299,0.1631828397512436,
300,0.14767833054065704,
301,0.141239196062088,
302,0.1495162546634674,
303,0.1649547815322876,
304,0.18499508500099182,
305,0.1659960299730301,
306,0.18635393679141998,
307,0.21145600080490112,
308,0.24155265092849731,
309,0.2129010707139969,
310,0.18814094364643097,
311,0.16656482219696045,
312,0.1888391524553299,
313,0.21723607182502747,
314,0.19099202752113342,
315,0.17007818818092346,
316,0.15200750529766083,
317,0.1403387486934662,
318,0.1350652575492859,
319,0.1378759741783142,
320,0.1461646407842636,
321,0.14188252389431,
322,0.14156755805015564,
323,0.1454840451478958,
324,0.1432386040687561,
325,0.14812839031219482,
326,0.14619643986225128,
327,0.1497039943933487,
328,0.1489364057779312,
329,0.15513646602630615,
330,0.15339717268943787,
331,0.15531641244888306,
332,0.16682910919189453,
333,0.1861773282289505,
334,0.16760942339897156,
335,0.18567150831222534,
336,0.20955921709537506,
337,0.1871873438358307,
338,0.16775302588939667,
339,0.18793711066246033,
340,0.2132268249988556,
341,0.1908147931098938,
342,0.1696903109550476,
343,0.15785926580429077,
344,0.17075827717781067,
345,0.19568583369255066,
346,0.17431336641311646,
347,0.1974308043718338,
348,0.23242273926734924,
349,0.20266377925872803,
350,0.24142232537269592,
351,0.2808815836906433,
352,0.3187628984451294,
353,0.17886973917484283,64.0
354,0.16538956761360168,
355,0.179372176527977,
356,0.1988123655319214,
357,0.18088868260383606,
358,0.2009921371936798,
359,0.18085028231143951,
360,0.2016792893409729,
361,0.18257679045200348,
362,0.16774210333824158,
363,0.18353185057640076,
364,0.16785407066345215,
365,0.16393816471099854,
366,0.16338102519512177,
367,0.17417073249816895,
368,0.16731026768684387,
369,0.18023575842380524,
370,0.19869381189346313,
371,0.18695569038391113,
372,0.20533137023448944,
373,0.23476025462150574,
374,0.2662357687950134,
375,0.2988240420818329,
376,0.18806633353233337,23.0
377,0.20949506759643555,
378,0.18965043127536774,
379,0.20988354086875916,
380,0.2359044849872589,
381,0.21189019083976746,
382,0.1908281445503235,
383,0.17502835392951965,
384,0.19152238965034485,
385,0.1767193078994751,
386,0.16832926869392395,
387,0.17012907564640045,
388,0.1832907348871231,
389,0.20752424001693726,
390,0.23668426275253296,
391,0.21711215376853943,
392,0.24660205841064453,
393,0.284023255109787,
394,0.2647911310195923,
395,0.25039640069007874,
396,0.1962658166885376,20.0
397,0.18354280292987823,
398,0.18016304075717926,
399,0.18456414341926575,
400,0.19820575416088104,
401,0.18674196302890778,
402,0.18620696663856506,
403,0.1878414750099182,
404,0.19032010436058044,
405,0.21032968163490295,
406,0.23556619882583618,
407,0.264797568321228,
408,0.29709649085998535,
409,0.20744025707244873,13.0
410,0.19365574419498444,
411,0.20769716799259186,
412,0.2249826192855835,
413,0.2536415755748749,
414,0.287657231092453,
415,0.25216278433799744,
416,0.22527122497558594,
417,0.2533794045448303,
418,0.2897185683250427,
419,0.25320541858673096,
420,0.2268064171075821,
421,0.20819678902626038,
422,0.19435372948646545,
423,0.20883268117904663,
424,0.22994938492774963,
425,0.26004675030708313,
426,0.29845404624938965,
427,0.26129472255706787,
428,0.23265701532363892,
429,0.21163475513458252,
430,0.19475457072257996,
431,0.21312323212623596,
432,0.19470900297164917,
433,0.18708646297454834,
434,0.1869276463985443,
435,0.20149847865104675,
436,0.18757864832878113,
437,0.20654791593551636,
438,0.23008611798286438,
439,0.2606809139251709,
440,0.23753809928894043,
441,0.2732938230037689,
